评论日期,评论内容,产品名,点赞数,子评论数/追评数,一级评论,二级评论,三级评论
2026-03,It's Really Amazing,,0,0,,,
2026-03,It's amazing,,0,0,,,
2026-03,KHATARNAK apps/website ka video kab aayega,,1,0,,,
2026-03,"bhai ye cheez 18000 ki hai , kya sachhme itna worth hai , isse acha i will buy a cheaper one at max 5k and use a rgb strip on back for maximum price of total 6k",,0,0,,,
2026-03,Fist comment sir,,0,0,,,
2025,Does anyone with Apple studio display can confirm if this screenbar is covering the cam?,,5,0,,,
2025,how do you think this would be on a dual monitor setup? would you recommend two?,,0,0,,,
2026-06,I am so glad they came to their senses with the illuminated icons on the Pro. Those would have been so distracting in a darker room.,,1,0,,,
2026-06-25,A lot of research shows that removing contrast increases the load on the eyes. Plus you should check if those bar not lights up your second monitor.,,0,0,,,
2026-06,"Very helpful, thanks! As a creature of the night(shift) this product speaks to me.",,0,0,,,
2026-05,"when mounted, does the screenbar block the built-in webcam of the new 2026 Apple Studio Display, which sits a mere 0.2cm from the top edge of the screen?",,0,0,,,
2026-06,"So long as the cable to the light remains proprietary, it will never be an option for me...",,0,0,,,
2026-05,Can the bar be rotated away from the screen? My monitor is high tilted down so unless the light can be rotated away from monitor it would light up the back of my desk rather than the keyboard area.,,0,0,,,
2026-03,It'd be more appreciated if you had your desk lamps off so we could see how bright/warm the halo bar was instead of clashing with the other lights!,,2,0,,,
2026-04,Does it coveer the Studios Display Camera?,,0,0,,,
2026-01,"Is the backlight worth it, if my desk is in middle of the room (instead of in front of the wall) ?",,0,0,,,
2025-12,"How is it for an LG C 42-inch TV that I use as a monitor?  I have two lights on both sides of my TV, so I can see my desk and Apple keyboard, which is not backlit.  What I would like to do is remove my two side lights and only have the benjermine light above showing my desk.",,1,0,,,
2025-11,Interesting desk cockpit monitor stand. What brand is it?,,0,0,,,
2025-12,What’s the retractable cord solution on your desk?,,0,0,,,
2026-01,@5:35 what is that usb-c hub/chargers?!,,1,0,,,
2025-11,I am more interested in your usb charging solution. What is this???,,1,0,,,
2025-09,"The bias lighting is an added plus with the benq halo2.  The actual differentiating factor between the front light of halo2 vs cheaper competition eg xiaomi, quintis light bars etc is that benq halo2 offers true asymmetrical light beam so that the light falls on your desk and not bleed light on the monitor or on your eyes.",,3,0,,,
2个月前（修改过）,What's the extra light on the back of the monitor? 2:03 (not a Halo 2 backlight),,0,0,,,
2025-12,"I hate the attached cable that you cannot replace if necessary.  I also don't have my desk against a wall, so I hate all the rolled up cables.  I usually get cables the exact length I need to make it neater.  Based on how clean/neat your setup is, I'm sure you can appreciate that!",,0,0,,,
2026-04,I got the BenQ halo 2. Only light bar I ever had. Only one I’ll ever need. Definitely worth it as long as the price will stay the same. Jumpy prices is kinda bullshit,,0,0,,,
2025-09,thank you,,0,0,,,
2025-10,What monitor is that?,,0,0,,,
1年前（修改过）,"Thank you very much for pointing out the bulky design, because this was the thing that made me not buy one. I will go with the ScreenBar Pro.",,2,0,,,
2025,How it can be seen from the front is a deal breaker for me. Thanks for pointing that out.,,4,0,,,
2025-09,"Hmm seems not much improvement from the Halo for me. The 200k lumen, okay a bit brighter, but if i have only this light on its already bright enough for me. having a hue strip at the edge of the table adds more effect too. But i cannot say the dial buttons are that bad as you had them. I can easily click only once to turn off and on. Also i don't mind to turn it off or on myself. I wish they would make one with the width of a 32 inch Monitor, that would be an upgrade for me. Beside that tho very nice clean desk. I love the little Desktop raising table. I wonder what brand this is?",,0,0,,,
2025-12,"Nice video! What are the two bias lights you are using at 1:30? After watching this, thinking about getting the pro with a separate bias light (my scenic labs strip is too dim because the wall is about 18 inches away). Thanks!",,5,0,,,
2025-10,"I still don´t get why use it, honestly, i really love playing my games in the dark",,0,0,,,
11个月前（修改过）,"But the back light shines on a wooden panel behind your screen, which gives a warm color. This will mess with your perception of color. Your surroundings should be neutral.",,4,0,,,
2025-08,"Great review, by the way, what are those ""glass speakers"" you have on your desk? Thanks",,2,0,,,
2025-12,Do you have a link or more information about the USB-C cables you are using those retractable ones look really nice,,3,0,,,
2025-10,"Hi JC, thanks for sharing. Can I control both Helo 2 with one controller or do I have to buy 2 Helo 2 with their respective controllers?",,1,0,,,
2025,"Bro —  what is that cool, retractable cord thing you have on your desk??",,3,0,,,
2025,What is that USB charging box with the retractable cables?!,,2,0,,,
2025-08,where can i get the separate back lights?,,2,0,,,
2025-08,What's the usb c hub thingy in the background of 5:37,,7,0,,,
2025,can you please give us the name of backlight product? thanx,,1,0,,,
2025-09,Hello! Better Screenbar Pro at 118€ or Halo 2 at 179€? Thanks,,2,0,,,
2025-08,"I bet your last halo is only 2 years old or less, I've had 2 of these in the last 4 years and both have stopped working like yours did, Benq are totally uninterested if you speak to them about this issue, If you buy one just be prepard to be shelling out another $180 in the near future.",,44,0,,,
2025,What desk pad is that?,,0,0,,,
2025,BRO. WHAT IS THAT DESK PAD,,2,0,,,
2025-08,$179  FOH,,1,0,,,
2025-11,what a shill......,,0,0,,,
2025-08,"No. There, saved you 8:32.",,7,0,,,
2026-04,Great video good sir.,,0,0,,,
2026-04,"Nice gadget, but not at that kind of price (I looked at the Malaysian BenQ official site). How long until the ATR kicks in and throttles the light output from Turbo?",,1,0,,,
2022,我之前从没想过显示器背光灯这回事，但我觉得它对喜欢夜间工作的人来说非常实用。,,0,0,,,
2022,太好了，这款头戴式显示器居然能适配我的49英寸屏幕！我一定要买一个！耶！很棒的评测，谢谢！,,1,0,,,
2022,Gonna cop some airpods this year,,0,0,,,
2022,Neo G9 is the goal for this year.,,0,0,,,
4年前（修改过）,"Hey dude, looking to pick up the next 49inch LG ultrawide. Thanks for the awesome content.",,0,0,,,
2022,"Hey, Pete, I'm finally getting my Neo G9 TODAY! I'm certain this light would look great on it. I've been throwing around the idea of getting a wireless mouse and keyboard.",,1,0,,,
2022,Looking to get an monitor light bar actually,,0,0,,,
2022,"Been looking forward to this review Pete, thanks. Next bit of tech? A folding e-bike to take on the train and nip around London. 

And a quick question, does a logitech (brio) webcam fit on top of the light?",,0,0,,,
2022,Im actually looking into buying a second monitor to help me navigate between all the aplications I need to have open while working on uni projects. Not sure what to pick up as of now tho.,,1,0,,,
2022,I'm realy looking forward to getting the alienware qd oled monitor to replace my LG Ultrawide.,,0,0,,,
2022,"Hi Pete, the most needed piece of tech I'm going to buy in a month or so is the iPad 9th gen with the apple pencil along with it, I know it's not the fanciest iPad one could get but anyhow! 

Thank you for the videos! Great job!",,0,0,,,
2022,Planning on buying a new monitor!,,0,0,,,
2022,"Hello Pete! I actually just bought myself a G9 after watching a few of your reviews, and I’ll be looking at buying a Mac mini to add to it!",,0,0,,,
2026-02,Would be cool but my desk isn’t against a wall.,,0,0,,,
2022,Im finally buying the Samsung Odyssey neo g9!,,0,0,,,
2022,Planning on a Fanatec sim racing kit,,0,0,,,
2022,"I am looking to update my home Wi-Fi/security setup, at the moment it's likely to be using Meraki Go.",,0,0,,,
2023,THANK YOU!! Im looking a light bae for my samsung g9.. now i need to make sure if this sell in indonesia,,0,0,,,
2022,Hopefully there will be some next generation GPUs near the end of the year for me to upgrade to.,,0,0,,,
2022,I'm thinking I need to get a new phone. Will i make the jump to apple?! I'm not sure yet!,,0,0,,,
2022,"More than just a light bar, I need a monitor arm for my x34 ultrawide . I've just been using the ultra-wide stand this whole time.",,0,0,,,
2022,Can't wait for the new Ryzen 7000 series!,,0,0,,,
4年前（修改过）,"I just ordered a Samsung 49"" Odyssey Neo G9 to put in my Land Rover Defender 110, which already has a Dell monitor on a wall-mount, facing a built-in computer desk and built-in swivel chair - but I want bigger, better, faster. The vehicle it's going in is a Defender 110 County with Starlink, driven by a Mac Mini M1 that sits on the wall in a custom caddy. I'm in the Lake District, near Whitehaven. My immediate challenge is custom designing a monitor arm that stows away the monitor when it's not in use, but allows the Odyssey Neo G9 to be correctly positioned in front of the computer desk when in use, which I'll CNC, ... the concept of the monitor light is something that I hadn't thought about but will be an interesting extension to the challenge!",,0,0,,,
